////////////////////////////////////////////////////////////////////////////////
//Attr1 [-1(None). 0(Ice). 1(Poison). 2(Lightning). 3(Fire). 4(Earth). 5(Wind). 6(Water)]
//Attr2 [-1(None). 0(Physical). 1(Magic)]
// UseType [0(General). 1(Position). 3(Master Level: Passive). 4(Master Level: Active)]
// SkillType : [0(General). 1(Ally:Buff). 2(Enemy:Debuf). 3(Self: Non-target)]
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
337	"Strike of Destruction Power Up"	100	22	30 	24	5	0	0	0	0	0	4	232	0	0	0	0	0	3	0	0	0	0	0	5	46	1	0	0	0	0	0	37	0	0	1
338	"Maximum Mana Increase"			0	9	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	5	47	1	0	0	0	0	0	38	0	0	0
339	"Death Stab Proficiency"		160	7	30 	26	2	0	0	0	5	0	4	336	0	0	0	0	0	3	0	0	0	0	0	6	45	1	0	0	20	0	0	39	0	0	0
340	"Strike of Destruction Mastery"		100	7	30 	24	5	0	0	0	0	0	4	337	0	0	0	0	0	3	0	0	0	0	0	6	46	1	0	0	3	0	0	40	0	0	0
341	"Maximum AG Increase"			0	8	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	6	48	1	0	0	0	0	0	41	0	0	0
342	"Death Stab Mastery"			160	7	30 	26	2	0	0	0	5	0	4	339	0	0	0	0	0	3	0	0	0	0	0	7	45	1	0	0	2	0	0	42	0	0	0
343	"Strike of Destruction Mastery"		100	1	30 	24	5	0	0	0	0	0	4	340	0	0	0	0	0	3	0	0	0	0	0	7	46	1	0	0	10	0	0	43	0	0	0
344	"Blood Storm"				0	25	87 	29	3	10	0	0	-1	0	4	0	0	0	0	0	0	3	0	3	0	0	0	8	49	10	0	0	0	0	0	44	0	0	0
345	"Combo Strengthener"			0	7	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	9	50	1	0	0	0	0	0	45	0	0	0
346	"Blood Storm Strengthener"		0	3	87 	29	3	0	0	0	-1	0	4	344	0	0	0	0	0	3	0	3	0	0	0	9	49	1	0	0	0	0	0	46	0	0	1
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
347	"Attack Rate"				0	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	1	51	1	0	0	0	0	0	47	0	0	0
348	"Two-handed Sword Strengthener"		0	4	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	52	1	0	0	0	0	0	48	0	0	1
349	"One-handed Sword Strengthener"		0	22	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	53	1	0	0	0	0	0	49	0	0	1
350	"Mace Strengthener"			0	3	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	54	1	0	0	0	0	0	50	0	0	1
351	"Spear Strengthener"			0	3	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	55	1	0	0	0	0	0	51	0	0	1
352	"Two-handed Sword Mastery"		0	5	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	56	1	0	0	0	0	0	52	0	0	0
353	"One-handed Sword Mastery"		0	23	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	57	1	0	0	0	0	0	53	0	0	0
354	"Mace Mastery"				0	1	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	58	1	0	0	3	0	0	54	0	0	0
355	"Spear Mastery"				0	1	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	59	1	0	0	0	0	0	55	0	0	0
356	"Swell Life Strengthener"		120	7	22	22	0	0	0	0	-1	-1	4	48	0	0	0	0	0	3	0	0	0	0	0	4	60	1	0	0	0	0	0	56	1	0	0
357	"Mana Reduction"			0	18	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	4	61	1	0	0	0	0	0	57	0	0	0
358	"Monster Attack SD Increment"		0	11	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	4	62	1	0	0	0	0	0	58	0	0	0
359	"Monster Attack Life Increment"		0	6	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	4	63	1	0	0	0	0	0	59	0	0	0
360	"Swell Life Proficiency"		120	7	0 	0	0	0	0	0	-1	-1	4	356	0	0	0	0	0	3	0	0	0	0	0	5	60	1	0	0	0	0	0	60	1	0	0
361	"Minimum Attack Power Increase"		0	22	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	3	0	0	5	64	1	0	0	0	0	0	61	0	0	1
362	"Monster Attack Mana Increment"		0	6	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	5	65	1	0	0	0	0	0	62	0	0	0
363	"Swell Life Mastery"			120	7	22 	26	0	0	0	0	-1	-1	4	360	0	0	0	0	0	3	0	0	0	0	0	6	60	1	0	0	0	0	0	63	1	0	0
364	"Maximum Attack Power Increase"		0	3	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	3	0	0	6	66	1	0	0	0	0	0	64	0	0	1
//365	"공격력 전환"				0	19	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	6	67	1	0	0	0	0	0	65	0	0	0
366	"Increases critical damage rate"	0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	6	68	1	0	0	0	0	0	66	0	0	0
367	"Restores all Mana"			0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	7	69	1	0	0	0	0	0	67	0	0	0
368	"Restores all HP"			0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	7	70	1	0	0	0	0	0	68	0	0	0
369	"Increases excellent damage rate"	0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	7	71	1	0	0	0	0	0	69	0	0	0
370	"Increases double damage rate"		0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	8	72	1	0	0	0	0	0	70	0	0	0
371	"Increases chance of ignore Def"	0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	8	73	1	0	0	0	0	0	71	0	0	0
372	"Restores all SD"			0	38	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	8	74	1	0	0	0	0	0	72	0	0	0
//373	"Increases triple damage rate"		0	1	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	9	75	1	0	0	0	0	0	73	0	0	0
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
//374	"Eternal Wings Absorption PowUp"	0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	8	76	1	0	0	0	0	0	74	0	0	0
375	"Eternal Wings Defense PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	8	77	1	0	0	0	0	0	75	0	0	0
//376	"일루전"				0	1	321 	64	0	0	300	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	0	8	78	10	0	0	0	0	0	76	1	0	0
377	"Eternal Wings Attack PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	9	79	1	0	0	0	0	0	77	0	0	0
378	"Flame Strengthener"			35	3	55 	0	6	0	100	0	3	1	4	5	0	0	0	0	3	0	0	0	0	0	0	2	80	1	0	0	0	0	0	78	0	0	2
379	"Lightning Strengthener"		13	3	20 	0	6	0	100	0	2	1	4	3	0	0	0	0	3	0	0	0	0	0	0	2	81	1	0	0	0	0	0	79	0	0	2
380	"Expansion of Wizardry Power Up"	220	1	220 	55	6	0	118	0	-1	1	4	233	0	0	0	0	3	0	0	0	0	0	0	2	82	1	0	0	0	0	0	80	1	0	2
381	"Inferno Strengthener"			88	22	220 	0	0	0	200	0	3	1	4	14	0	0	0	0	3	0	0	0	0	0	0	3	83	1	0	0	0	0	0	81	0	0	2
382	"Blast Strengthener"			80	22	165 	0	3	0	150	0	2	1	4	13	0	0	0	0	3	0	0	0	0	0	0	3	84	1	0	0	0	0	0	82	0	0	2
383	"Expansion of Wizardry Mastery"		220	1	220 	55	6	0	118	0	-1	1	4	380	0	0	0	0	3	0	0	0	0	0	0	3	82	1	0	0	0	0	0	83	1	0	0
384	"Poison Strengthener"			30	3	46 	0	6	0	100	0	1	1	4	1	0	0	0	0	3	0	0	0	0	0	0	3	85	1	0	0	0	0	0	84	0	0	2
385	"Evil Spirit Strengthener"		50	22	108 	0	6	0	100	0	-1	1	4	9	0	0	0	0	3	0	0	0	0	0	0	4	86	1	0	0	0	0	0	85	0	0	2
386	"Magic Mastery"				50	22	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	4	87	1	0	0	0	0	0	86	0	0	2
387	"Decay Strengthener"			96	22	120 	10	6	0	243	0	1	1	4	38	0	0	0	0	3	0	0	0	0	0	0	4	88	1	0	0	0	0	0	87	0	0	2
388	"Hellfire Strengthener"			60	3	176 	0	0	0	100	0	3	1	4	10	0	0	0	0	3	0	0	0	0	0	0	5	89	1	0	0	0	0	0	88	0	0	2
389	"Ice Strengthener"			25	3	42	0	6	0	100	0	0	0	4	7	0	0	0	0	3	0	0	0	0	0	0	5	90	1	0	0	0	0	0	89	0	0	2
390	"Meteor Strengthener"			21	4	13	0	6	0	100	0	4	0	4	2	0	0	0	0	3	0	0	0	0	0	0	6	91	1	0	0	0	0	0	90	0	0	2
391	"Ice Storm Strengthener"		93	22	110 	5	6	0	223	0	0	1	4	39	0	0	0	0	3	0	0	0	0	0	0	6	92	1	0	0	0	0	0	91	0	0	2
392	"Nova Strengthener"			100	22	198	49	6	0	258	0	3	0	4	40	0	0	0	0	3	0	0	0	0	0	0	7	93	1	0	0	0	0	0	92	0	0	2
393	"Ice Storm Mastery"			93	1	110 	5	6	0	223	0	0	1	4	391	0	0	0	0	3	0	0	0	0	0	0	7	92	1	0	0	0	0	0	93	0	0	0
394	"Meteor Mastery"			21	1	14	0	6	0	100	0	4	0	4	390	0	0	0	0	3	0	0	0	0	0	0	8	94	10	0	0	0	0	0	94	0	0	0
395	"Nova Cast Strengthener"		0	0	310 	55	3	5	330	0	6	1	4	0	0	0	0	0	3	0	0	0	0	0	0	8	95	10	0	0	0	0	0	95	0	0	0
//396	"파이어 스톰 강화"			0	22	227 	56	3	0	300	0	3	1	4	394	0	0	0	0	3	0	0	0	0	0	0	9	94	1	0	0	0	0	0	96	0		2
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
397	"One-handed Staff Strengthener"		0	22	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	3	0	0	3	0	0	0	2	96	1	0	0	0	0	0	97	0	0	2
398	"Two-handed Staff Strengthener"		0	4	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	3	0	0	3	0	0	0	2	97	1	0	0	0	0	0	98	0	0	2
399	"Shield Strengthener"			0	10	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	2	98	1	0	0	0	0	0	99	0	0	0
400	"One-handed Staff Mastery"		0	23	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	3	99	1	0	0	0	0	0	100	0	0	0
401	"Two-handed Staff Mastery"		0	5	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	3	0	0	3	0	0	0	3	100	1	0	0	0	0	0	101	0	0	0
402	"Shield Mastery"			0	17	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	3	101	1	0	0	0	0	0	102	0	0	0
403	"Soul Barrier Strengthener"		77	7	77	27	6	0	126	0	-1	1	4	16	0	0	0	0	3	0	0	0	0	0	0	4	102	1	0	0	0	0	0	103	1	0	0
404	"Soul Barrier Proficiency"		77	10	84 	26	6	0	126	0	-1	1	4	403	0	0	0	0	3	0	0	0	0	0	0	5	102	1	0	0	0	0	0	104	1	0	0
405	"Minimum Wizardry Increase"		0	22	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	5	103	1	0	0	0	0	0	105	0	0	2
406	"Soul Barrier Mastery"			77	7	92 	28	6	0	126	0	-1	1	4	404	0	0	0	0	3	0	0	0	0	0	0	6	102	1	0	0	0	0	0	106	1	0	0
407	"Maximum Wizardry Increase"		0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	0	0	3	0	0	0	6	104	1	0	0	0	0	0	107	0	0	2
//408	"마력 전환"				0	19	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	6	105	1	0	0	0	0	0	108	0	0	0
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
//409	"Illusion Wings Absorption PowUp"	0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	8	106	1	0	0	0	0	0	109	0	0	0
410	"Illusion Wings Defense PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	8	107	1	0	0	0	0	0	110	0	0	0
411	"Multi-Shot Strengthener"		100	22	11	7	6	0	0	0	-1	0	4	235	0	0	0	0	0	0	3	0	0	3	0	6	108	10	0	0	0	0	0	111	1	0	0
412	"Illusion Wings Attack PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	9	109	1	0	0	0	0	0	112	0	0	0
413	"Heal Strengthener"			8	22	22 	0	6	0	100	0	-1	0	4	26	0	0	0	0	0	0	3	0	0	0	0	2	110	1	0	0	0	0	0	113	3	0	4
414	"Triple Shot Strengthener"		0	22	5 	0	6	0	0	0	-1	0	4	24	0	0	0	0	0	0	3	0	0	0	0	2	111	1	0	0	0	0	0	114	0	1	1
415	"Summoned Monster Power Up(1)"		0	16	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	2	112	1	0	0	0	0	0	115	0	0	0
416	"Penetration Strengthener"		130	22	10 	11	6	0	0	0	5	0	4	52	0	0	0	0	0	0	3	0	0	0	0	3	113	1	0	0	0	0	0	116	0	0	1
417	"Defense Increase Strengthener"		13	22	33 	0	6	0	100	0	-1	-1	4	27	0	0	0	0	0	0	3	0	0	0	0	3	114	1	0	0	0	0	0	117	1	0	4
418	"Triple Shot Mastery"			0	0	9 	0	6	0	0	0	-1	0	4	414	0	0	0	0	0	0	3	0	0	0	0	3	111	10	0	0	0	0	0	118	0	1	0
419	"Summoned Monster Power Up(2)"		0	16	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	3	115	1	0	0	0	0	0	119	0	0	0
420	"Attack Increase Strengthener"		18	22	44 	0	6	0	100	0	-1	-1	4	28	0	0	0	0	0	0	3	0	0	0	0	4	116	1	0	0	0	0	0	120	1	0	4
421	"Weapon Mastery"			0	22	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	4	117	1	0	0	0	0	0	121	0	0	1
422	"Attack Increase Mastery"		18	22	48 	0	6	0	100	0	-1	-1	4	420	0	0	0	0	0	0	3	0	0	0	0	5	116	1	0	0	0	0	0	122	1	0	4
423	"Defense Increase Mastery"		13	22	36 	0	6	0	100	0	-1	-1	4	417	0	0	0	0	0	0	3	0	0	0	0	5	114	1	0	0	0	0	0	123	1	0	4
424	"Ice Arrow Strengthener"		0	22	15 	18	8	0	0	0	0	0	4	51	0	0	0	0	0	0	3	0	0	0	0	5	118	1	0	0	0	0	0	124	0	0	1
425	"Cure"					0	0	72	10	6	3000	0	0	-1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	6	119	10	0	0	0	0	0	125	1	0	0
426	"Party Healing"				0	0	66	12	6	10000	100	0	-1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	7	120	10	0	0	0	0	0	126	3	0	4
427	"Poison Arrow"				0	27	22	27	6	10000	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	8	121	10	0	0	0	0	0	127	2	0	0
428	"Summoned Monster Power Up(3)"		0	16	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	7	122	1	0	0	0	0	0	128	0	0	0
429	"Party Healing Strengthener"		0	22	72 	13	6	10	100	0	-1	-1	4	426	0	0	0	0	0	0	3	0	0	0	0	8	120	1	0	0	0	0	0	129	3	0	4
430	"Bless"					0	0	108	18	6	3000	100	0	-1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	8	123	10	0	0	300	0	0	130	1	0	4
431	"Multi-Shot Mastery"			100	1	12	8	6	0	0	0	-1	0	4	411	0	0	0	0	0	0	3	0	0	0	0	7	124	10	0	0	0	0	0	131	0	0	0
432	"Summon Satyros"			0	0	525 	52	0	0	280	0	-1	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	8	125	10	0	0	0	0	0	132	0	0	0
433	"Bless Strengthener"			0	10	118	20	6	3000	100	0	-1	0	4	430	0	0	0	0	0	0	3	0	0	0	0	9	123	1	0	0	300	0	0	133	1	0	4
434	"Poison Arrow Strengthener"		0	22	24	29	6	10000	0	0	1	0	4	427	0	0	0	0	0	0	3	0	0	0	0	9	124	1	0	0	0	0	0	134	0	0	1
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
435	"Bow Strengthener"			0	22	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	2	126	1	0	0	0	0	0	135	0	0	1
436	"Crossbow Strengthener"			0	3	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	2	127	1	0	0	0	0	0	136	0	0	1
437	"Shield Strengthener"			0	10	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	2	128	1	0	0	0	0	0	137	0	0	0
438	"Bow Mastery"				0	23	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	3	129	1	0	0	0	0	0	138	0	0	0
439	"Crossbow Mastery"			0	5	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	3	130	1	0	0	0	0	0	139	0	0	0
440	"Shield Mastery"			0	15	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	3	131	1	0	0	0	0	0	140	0	0	0
441	"Infinity Arrow Strengthener"		220	1	55 	11	6	200	0	0	-1	-1	4	77	0	0	0	0	0	0	3	0	0	0	0	5	132	1	0	0	0	0	0	141	1	0	0
442	"Minimum Attack Power Increase"		0	22	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	5	133	1	0	0	0	0	0	61	0	0	1
443	"Maximum Attack Power Increase"		0	3	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	6	134	1	0	0	0	0	0	143	0	0	1
//444	"공격력 전환"				0	19	0 	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	6	135	1	0	0	0	0	0	144	0	0	0
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
//445	"DimensionWings Absorb PowUp"		0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	8	136	1	0	0	0	0	0	145	0	0	0
446	"DimensionWings Defense PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	8	137	1	0	0	0	0	0	146	0	0	0
447	"DimensionWings Attack PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	9	138	1	0	0	0	0	0	147	0	0	0
// 혼돈 - 스킬 강화 (디멘션 마스터)
448	"Fire Tome Strengthener"		0	3	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	3	0	2	139	1	0	0	0	0	0	148	0	0	3
449	"Wind Tome Strengthener"		0	3	0	0	0	0	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	3	0	2	140	1	0	0	0	0	0	149	0	0	3
450	"Lightning Tome Strengthener"		0	3	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	3	0	2	141	1	0	0	0	0	0	150	0	0	3
451	"Fire Tome Mastery"			0	7	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	139	1	0	0	0	0	0	151	2	0	0
452	"Wind Tome Mastery"			0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	140	1	0	0	3	0	0	152	0	0	0
453	"Lightning Tome Mastery"		0	7	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	141	1	0	0	0	0	0	153	0	0	0
454	"Sleep Strengthener"			40	1	30 	7	6	0	100	0	-1	1	4	219	0	0	0	0	0	0	0	0	0	3	0	3	142	1	0	0	0	0	0	154	2	0	0
455	"Chain Lightning Strengthener"		75	22	103 	0	6	0	75	0	3	1	4	215	0	0	0	0	0	0	0	0	0	3	0	4	143	1	0	0	0	0	0	155	0	0	2
456	"Lightning Shock Strengthener"		93	22	125 	10	6	0	216	0	2	1	4	230	0	0	0	0	0	0	0	0	0	3	0	4	144	1	0	0	0	0	0	156	0	0	2
457	"Magic Mastery"				0	22	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	0	0	0	0	0	3	0	5	145	1	0	0	0	0	0	157	0	0	0
458	"Drain Life Strengthener"		35	22	57 	0	6	0	93	0	-1	1	4	214	0	0	0	0	0	0	0	0	0	3	0	5	146	1	0	0	0	0	0	158	0	0	0
459	"Weakness Strengthener"			93	3	55 	17	6	4000	173	0	-1	1	4	221	0	0	0	0	0	0	0	0	0	3	0	6	147	1	0	0	0	0	0	159	2	0	0
460	"Innovation Strengthener"		111	3	77 	17	6	4000	201	0	-1	1	4	222	0	0	0	0	0	0	0	0	0	3	0	6	148	1	0	0	0	0	0	160	2	0	0
461	"Blind"					0	0	115 	25	3	18000	201	0	-1	1	4	0	0	0	0	0	0	0	0	0	0	3	0	7	149	10	0	0	5	0	0	161	2	0	0
462	"Drain Life Mastery"			35	17	62 	0	6	0	93	0	-1	1	4	458	0	0	0	0	0	0	0	0	0	3	0	7	146	1	0	0	5	0	0	162	2	0	0
463	"Blind Strengthener"			0	1	126	27	3	10000	201	0	-1	0	4	461	0	0	0	0	0	0	0	0	0	3	0	9	147	1	0	0	0	0	0	163	2	0	0
//464	"-------"				0																															164		0	0
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
465	"Stick Strengthener"			0	22	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	0	0	0	0	0	3	0	2	150	1	0	0	0	0	0	165	0	0	2
466	"Other World Tome Strengthener"		0	3	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	0	0	0	0	0	3	0	2	151	1	0	0	0	0	0	166	0	0	3
467	"Stick Mastery"				0	5	0 	0	0	0	0	0	-1	1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	152	1	0	0	0	0	0	167	0	0	0
468	"Other World Tome Mastery"		0	23	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	153	1	0	0	0	0	0	168	0	0	0
469	"Berserker Strengthener"		83	7	150 	75	5	5000	181	0	-1	1	4	218	0	0	0	0	0	0	0	0	0	3	0	4	154	1	0	0	0	0	0	169	0	0	0
470	"Berserker Proficiency"			83	7	165 	82	5	5000	181	0	-1	1	4	469	0	0	0	0	0	0	0	0	0	3	0	5	154	1	0	0	0	0	0	170	0	0	0
471	"Minimum Wizardry/Curse Increase"	0	22	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	5	155	1	0	0	0	0	0	171	0	0	0
472	"Berserker Mastery"			83	10	181 	90	5	5000	181	0	-1	1	4	470	0	0	0	0	0	0	0	0	0	3	0	6	154	1	0	0	0	0	0	172	0	0	0
473	"Maximum Wizardry/Curse Increase"	0	3	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	6	156	1	0	0	0	0	0	173	0	0	0
//474	"마력,저주력 전환"			0	19	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	6	157	1	0	0	0	0	0	174	0	0	0
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
//475	"Wing of Ruin Absorption PowUp"		0	1	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	0	8	158	1	0	0	0	0	0	175	0	0	0
476	"Wing of Ruin Defense PowUp"		0	17	0 	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	0	8	159	1	0	0	0	0	0	176	0	0	0
//477	"분노폭발"				0	0	85	12	0	0	0	0	-1	-1	4	0	0	0	0	0	0	0	0	3	0	0	0	8	160	10	0	0	10	0	0	177	1	0	0
478	"Wing of Ruin Attack PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	0	9	161	1	0	0	0	0	0	178	0	0	0
